"YEAR","SAMPLE","SERIAL","CBSERIAL","HHWT","CLUSTER","STRATA","GQ","PERNUM","PERWT","NCHILD","SEX","AGE","MARST","RACE","RACED","HISPAN","HISPAND","EDUC","EDUCD","EMPSTAT","EMPSTATD","INCWAGE","VETSTAT","VETSTATD"
2023,202301,710429,2023000793241,13122.0,2023007104291,321326,1,1,13122.0,0,2,56,4,2,200,0,0,6,63,1,10,22500,1,11
2023,202301,710591,2023000798754,35316.0,2023007105911,40026,1,2,28188.0,0,1,19,6,1,100,0,0,6,63,1,10,100000,1,11
2023,202301,710753,2023000805443,6480.0,2023007107531,30026,1,1,6480.0,0,2,28,6,1,100,0,0,10,101,1,10,46000,1,11
2023,202301,710753,2023000805443,6480.0,2023007107531,30026,1,2,7614.0,0,1,28,6,1,100,0,0,6,61,1,10,50000,1,11
2023,202301,711077,2023000817225,14904.0,2023007110771,290426,1,1,15066.0,1,2,38,6,1,100,0,0,6,63,1,10,54000,1,11
2023,202301,711401,2023000829321,13932.0,2023007114011,290526,1,1,14094.0,1,1,52,1,1,100,0,0,10,101,1,10,160000,1,11
2023,202301,711401,2023000829321,13932.0,2023007114011,290526,1,2,16038.0,1,2,47,1,1,100,0,0,11,116,1,10,55000,1,11
2023,202301,711563,2023000834489,13932.0,2023007115631,290626,1,1,13932.0,2,2,42,1,2,200,0,0,11,114,1,10,120000,1,11
2023,202301,711563,2023000834489,13932.0,2023007115631,290626,1,2,17982.0,2,1,51,1,2,200,0,0,10,101,1,10,135000,1,11
2023,202301,711725,2023000840210,41796.0,2023007117251,100226,1,1,41796.0,0,1,18,6,8,826,4,412,6,63,1,10,7600,1,11
2023,202301,711725,2023000840210,41796.0,2023007117251,100226,1,2,52812.0,0,2,19,6,8,826,4,412,4,40,1,10,42000,1,11
2023,202301,712049,2023000850584,19764.0,2023007120491,210226,1,2,24786.0,1,2,58,1,1,100,0,0,6,63,1,10,36000,1,11
2023,202301,712859,2023000879021,15876.0,2023007128591,320126,1,1,15714.0,0,2,41,1,1,100,0,0,7,71,1,10,48000,1,11
2023,202301,712859,2023000879021,15876.0,2023007128591,320126,1,2,14418.0,0,1,48,1,1,100,0,0,6,65,1,10,68000,1,13
2023,202301,713021,2023000884581,13122.0,2023007130211,100326,1,1,13122.0,0,2,27,1,1,100,0,0,11,115,1,10,185000,1,11
2023,202301,713021,2023000884581,13122.0,2023007130211,100326,1,2,12636.0,0,1,27,1,1,100,0,0,10,101,1,10,90000,1,11
2023,202301,713183,2023000889646,38394.0,2023007131831,200026,1,1,38232.0,0,1,34,6,1,100,0,0,3,30,1,10,42000,1,11
2023,202301,713345,2023000895360,5184.0,2023007133451,250026,1,1,5346.0,0,2,30,1,1,100,0,0,8,81,1,10,41600,1,11
2023,202301,713345,2023000895360,5184.0,2023007133451,250026,1,2,5670.0,0,1,40,1,1,100,0,0,6,63,1,10,45800,1,11
2023,202301,713669,2023000907732,2916.0,2023007136691,90026,1,1,2916.0,0,2,25,6,1,100,0,0,6,63,1,10,60000,1,11
2023,202301,713831,2023000913716,12150.0,2023007138311,270326,1,1,11988.0,0,1,30,6,1,100,0,0,10,101,1,10,25000,1,11
2023,202301,713993,2023000919869,4536.0,2023007139931,130026,1,3,2916.0,0,1,37,6,1,100,0,0,6,63,1,10,14400,1,11
2023,202301,714317,2023000931016,12474.0,2023007143171,90026,1,1,12636.0,0,1,25,1,1,100,0,0,6,63,1,10,65000,1,11
2023,202301,714479,2023000936396,17496.0,2023007144791,120026,1,2,17658.0,1,2,55,1,8,801,0,0,6,65,1,10,26000,1,11
2023,202301,714641,2023000941776,20574.0,2023007146411,80126,1,1,20574.0,0,1,38,3,1,100,0,0,10,101,1,10,273000,1,11
2023,202301,714803,2023000947459,16200.0,2023007148031,321126,1,1,16200.0,0,2,26,6,1,100,0,0,10,101,1,10,75000,1,11
2023,202301,715289,2023000963107,23814.0,2023007152891,330026,1,1,23814.0,0,1,58,1,1,100,0,0,11,114,1,10,65000,1,11
2023,202301,715451,2023000969579,15228.0,2023007154511,260026,1,1,15228.0,0,1,23,1,1,100,0,0,6,63,1,10,46000,2,20
2023,202301,715451,2023000969579,15228.0,2023007154511,260026,1,2,18954.0,0,2,23,1,1,100,0,0,6,65,1,10,25000,1,11
2023,202301,716099,2023000991145,21060.0,2023007160991,170126,1,1,20898.0,0,1,45,3,1,100,0,0,6,63,1,10,49500,1,11
2023,202301,716423,2023001001450,14418.0,2023007164231,320126,1,1,14418.0,2,1,61,5,1,100,0,0,6,63,1,10,104000,1,11
2023,202301,716423,2023001001450,14418.0,2023007164231,320126,1,2,20898.0,0,2,23,6,1,100,0,0,10,101,1,10,12000,1,11
2023,202301,716585,2023001007659,9072.0,2023007165851,300426,1,1,9072.0,0,2,64,4,1,100,0,0,6,65,1,10,82000,1,11
2023,202301,716909,2023001019085,5832.0,2023007169091,230026,1,1,5832.0,1,1,46,3,1,100,0,0,6,63,1,10,65000,1,11
2023,202301,717233,2023001030296,13932.0,2023007172331,300126,1,1,13932.0,0,1,62,1,1,100,0,0,11,114,1,10,11000,1,11
2023,202301,717233,2023001030296,13932.0,2023007172331,300126,1,2,12150.0,0,2,56,1,1,100,0,0,11,114,1,10,36000,1,11
2023,202301,717395,2023001035711,8748.0,2023007173951,90026,1,1,8748.0,2,1,39,1,1,100,0,0,6,63,1,10,65000,1,11
2023,202301,717395,2023001035711,8748.0,2023007173951,90026,1,2,11826.0,2,2,38,1,1,100,0,0,10,101,1,10,45000,1,11
2023,202301,717719,2023001046375,18468.0,2023007177191,260026,1,1,18630.0,2,1,27,6,1,100,0,0,6,61,1,10,40000,1,11
2023,202301,717881,2023001052234,3240.0,2023007178811,200026,1,1,3240.0,2,2,45,1,1,100,0,0,11,114,1,12,75000,1,11
2023,202301,717881,2023001052234,3240.0,2023007178811,200026,1,2,3402.0,2,1,45,1,1,100,0,0,8,81,1,10,50000,1,11
2023,202301,718043,2023001057993,7128.0,2023007180431,10026,1,1,7128.0,0,1,53,1,1,100,0,0,10,101,1,10,60000,1,11
2023,202301,718043,2023001057993,7128.0,2023007180431,10026,1,2,6318.0,0,2,51,1,1,100,0,0,10,101,1,10,70000,1,11
2023,202301,718529,2023001074123,10692.0,2023007185291,290226,1,2,13122.0,0,2,64,6,1,100,0,0,6,63,1,10,100000,1,11
2023,202301,718853,2023001084972,14094.0,2023007188531,80226,1,1,14094.0,0,1,63,1,1,100,0,0,7,71,1,10,95000,1,11
2023,202301,718853,2023001084972,14094.0,2023007188531,80226,1,2,12474.0,0,2,59,1,1,100,0,0,7,71,1,10,24000,1,11
2023,202301,719015,2023001090353,39690.0,2023007190151,130026,1,1,39852.0,0,1,50,1,1,100,0,0,10,101,1,10,0,1,11
2023,202301,719015,2023001090353,39690.0,2023007190151,130026,1,2,13608.0,0,2,50,1,1,100,0,0,10,101,1,10,0,1,11
2023,202301,719825,2023001118117,11178.0,2023007198251,40026,1,1,11178.0,0,1,61,1,1,100,0,0,6,63,1,10,88000,1,11
2023,202301,719987,2023001123438,15552.0,2023007199871,190026,1,1,15390.0,0,2,47,6,1,100,0,0,10,101,1,10,6500,1,11
2023,202301,720149,2023001129412,18306.0,2023007201491,290126,1,1,18306.0,0,1,62,2,1,100,0,0,11,114,1,10,145000,1,11
2023,202301,720473,2023001141777,18144.0,2023007204731,320526,1,1,18306.0,0,1,47,1,2,200,0,0,8,81,1,10,100000,1,11
2023,202301,720473,2023001141777,18144.0,2023007204731,320526,1,2,19926.0,0,2,47,1,2,200,0,0,11,114,1,10,3500,1,11
2023,202301,720635,2023001147400,9396.0,2023007206351,50026,1,1,9234.0,0,1,53,1,1,100,0,0,6,63,1,10,63000,1,11
2023,202301,720635,2023001147400,9396.0,2023007206351,50026,1,2,8586.0,0,2,47,1,1,100,0,0,7,71,1,10,65000,1,11
2023,202301,720797,2023001153722,12474.0,2023007207971,180126,1,1,12474.0,0,1,30,6,1,100,0,0,11,114,1,10,24000,1,11
2023,202301,722093,2023001198780,37260.0,2023007220931,200026,1,1,37260.0,2,2,30,1,1,100,0,0,7,71,1,10,45000,1,11
2023,202301,722093,2023001198780,37260.0,2023007220931,200026,1,2,33696.0,2,1,34,1,1,100,0,0,10,101,1,10,160000,1,11
2023,202301,722255,2023001204170,86346.0,2023007222551,90026,1,1,86184.0,1,2,32,1,1,100,0,0,6,63,1,10,35700,1,11
2023,202301,722255,2023001204170,86346.0,2023007222551,90026,1,2,85374.0,1,1,30,1,1,100,0,0,6,63,1,10,46000,1,11
2023,202301,722417,2023001209737,14418.0,2023007224171,320426,1,1,14418.0,1,1,46,4,1,100,0,0,10,101,1,10,73000,1,11
2023,202301,722579,2023001215150,22032.0,2023007225791,290726,1,1,22194.0,0,1,36,1,6,610,0,0,10,101,1,10,88000,1,11
2023,202301,722579,2023001215150,22032.0,2023007225791,290726,1,2,17982.0,0,2,32,1,6,610,0,0,11,114,1,10,74000,1,11
2023,202301,722903,2023001226238,9396.0,2023007229031,210226,1,1,9234.0,2,2,50,1,4,400,0,0,11,114,1,12,100000,1,11
2023,202301,722903,2023001226238,9396.0,2023007229031,210226,1,2,17982.0,2,1,50,1,8,826,4,421,10,101,1,10,50000,1,11
2023,202301,723227,2023001237860,4374.0,2023007232271,40026,1,1,4374.0,0,1,58,1,1,100,0,0,6,63,1,10,55000,1,11
2023,202301,723551,2023001249118,20250.0,2023007235511,30026,1,1,20250.0,1,1,57,1,1,100,0,0,7,71,1,10,12000,2,20
2023,202301,723551,2023001249118,20250.0,2023007235511,30026,1,2,15714.0,1,2,52,1,1,100,0,0,8,81,1,10,45000,1,11
2023,202301,723875,2023001260818,5022.0,2023007238751,40026,1,2,6156.0,3,1,39,1,1,100,0,0,10,101,1,10,90000,1,11
2023,202301,724037,2023001266827,15390.0,2023007240371,310026,1,2,15066.0,0,2,46,1,1,100,0,0,6,61,1,10,33000,1,11
2023,202301,724685,2023001288096,5832.0,2023007246851,280026,1,1,5832.0,1,1,48,6,1,100,0,0,10,101,1,10,80000,1,11
2023,202301,724685,2023001288096,5832.0,2023007246851,280026,1,2,9396.0,1,2,41,6,1,100,0,0,7,71,1,10,80000,1,11
2023,202301,725171,2023001305774,15552.0,2023007251711,280026,1,1,15552.0,2,2,44,1,1,100,0,0,11,116,1,10,80000,1,11
2023,202301,725171,2023001305774,15552.0,2023007251711,280026,1,2,9882.0,2,1,47,1,1,100,0,0,11,114,1,10,160000,1,11
2023,202301,725981,2023001335597,53460.0,2023007259811,100126,1,1,53460.0,0,1,29,1,1,100,0,0,7,71,1,10,40000,2,20
2023,202301,725981,2023001335597,53460.0,2023007259811,100126,1,2,49572.0,0,2,29,1,1,100,0,0,7,71,1,10,40000,1,11
2023,202301,726305,2023001346289,13122.0,2023007263051,270326,1,1,12960.0,0,1,62,1,6,610,0,0,11,114,1,10,135000,1,11
2023,202301,726467,2023001351381,8424.0,2023007264671,280026,1,1,8424.0,0,1,48,6,1,100,0,0,11,114,1,10,74000,1,11
2023,202301,726791,2023001362704,19278.0,2023007267911,290726,1,1,19278.0,0,2,36,6,2,200,0,0,11,114,1,10,100000,1,11
2023,202301,727115,2023001373956,22194.0,2023007271151,300326,1,1,22032.0,3,1,51,1,1,100,0,0,0,2,1,10,49200,1,11
2023,202301,727115,2023001373956,22194.0,2023007271151,300326,1,3,9882.0,0,1,18,6,1,100,0,0,6,61,1,10,9200,1,11
2023,202301,727763,2023001396852,16524.0,2023007277631,280026,1,1,16362.0,3,2,35,1,1,100,0,0,10,101,1,10,6000,1,11
2023,202301,727763,2023001396852,16524.0,2023007277631,280026,1,2,17820.0,3,1,38,1,1,100,0,0,8,81,1,10,120000,1,11
2023,202301,728249,2023001412474,89910.0,2023007282491,321126,1,1,89910.0,1,1,43,1,2,200,0,0,11,114,1,10,487000,1,11
2023,202301,728249,2023001412474,89910.0,2023007282491,321126,1,2,82620.0,1,2,42,1,2,200,0,0,11,114,1,10,78000,1,11
2023,202301,728411,2023001418418,14094.0,2023007284111,290326,1,1,13932.0,2,2,51,1,1,100,0,0,7,71,1,10,60000,1,11
2023,202301,728411,2023001418418,14094.0,2023007284111,290326,1,2,12312.0,2,2,41,1,1,100,0,0,10,101,1,10,45000,1,11
2023,202301,728411,2023001418418,14094.0,2023007284111,290326,1,5,12312.0,0,2,35,6,1,100,0,0,6,63,1,10,7000,1,11
2023,202301,728573,2023001424166,6804.0,2023007285731,200026,1,1,6804.0,0,2,26,6,1,100,0,0,6,65,1,10,22200,1,11
2023,202301,728735,2023001429619,13608.0,2023007287351,260026,1,1,13608.0,0,1,52,1,1,100,0,0,10,101,1,10,55000,1,11
2023,202301,728735,2023001429619,13608.0,2023007287351,260026,1,2,11988.0,0,2,52,1,1,100,0,0,6,65,1,10,59000,1,11
2023,202301,728897,2023001434511,11664.0,2023007288971,320226,1,2,13770.0,0,1,59,1,1,100,0,0,6,65,1,10,90000,1,11
2023,202301,729059,2023001440266,17496.0,2023007290591,170426,1,3,20412.0,0,2,30,6,1,100,0,0,10,101,1,10,45000,1,11
2023,202301,729221,2023001446237,6804.0,2023007292211,260026,1,1,6642.0,0,2,64,1,1,100,0,0,6,63,1,10,63000,1,11
2023,202301,729383,2023001452446,15390.0,2023007293831,310026,1,1,15552.0,2,1,50,1,1,100,0,0,6,65,1,10,125000,2,20
2023,202301,729383,2023001452446,15390.0,2023007293831,310026,1,2,13770.0,2,2,41,1,1,100,0,0,6,65,1,10,33000,1,11
2023,202301,729545,2023001457903,16362.0,2023007295451,160026,1,1,16362.0,0,1,53,2,7,700,0,0,10,101,1,10,145000,2,20
2023,202301,731165,2023010092127,11502.0,2023007311651,160927,4,1,11502.0,0,2,20,6,2,200,0,0,7,71,1,10,7000,1,11
2023,202301,732461,2023010166515,11664.0,2023007324611,160927,4,1,11664.0,0,1,19,6,1,100,4,450,6,65,1,10,8500,1,11
2023,202301,732785,2023000008103,6642.0,2023007327851,30127,1,2,3888.0,0,2,45,1,1,100,0,0,8,81,1,10,2300,1,11
2023,202301,732947,2023000016673,5022.0,2023007329471,170427,1,1,4860.0,2,1,30,1,1,100,0,0,6,63,1,10,0,1,11
2023,202301,732947,2023000016673,5022.0,2023007329471,170427,1,2,2916.0,2,2,30,1,1,100,0,0,10,101,1,10,54000,1,11
2023,202301,733271,2023000038129,15066.0,2023007332711,260027,1,1,15066.0,2,2,33,1,1,100,0,0,11,114,1,10,45000,1,11
2023,202301,733271,2023000038129,15066.0,2023007332711,260027,1,2,34506.0,2,1,33,1,1,100,0,0,8,81,1,10,96000,1,11
2023,202301,733433,2023000047255,18144.0,2023007334331,190027,1,1,18144.0,0,2,46,6,1,100,0,0,10,101,1,10,63000,1,11
2023,202301,733595,2023000057343,6966.0,2023007335951,10127,1,1,6966.0,0,2,51,4,1,100,0,0,6,65,1,10,1400,1,11
2023,202301,733757,2023000067553,37746.0,2023007337571,150127,1,1,37908.0,2,2,48,4,1,100,1,100,10,101,1,10,115000,1,11
2023,202301,733757,2023000067553,37746.0,2023007337571,150127,1,2,36612.0,2,1,41,4,2,200,0,0,10,101,1,10,85000,1,11
2023,202301,733757,2023000067553,37746.0,2023007337571,150127,1,4,24300.0,0,1,18,6,2,200,0,0,5,50,1,10,2000,1,11
2023,202301,734081,2023000086711,8424.0,2023007340811,120027,1,1,8424.0,2,2,49,1,1,100,0,0,6,63,1,10,35000,1,11
2023,202301,734081,2023000086711,8424.0,2023007340811,120027,1,2,4212.0,2,1,55,1,1,100,0,0,6,63,1,10,75000,1,11
2023,202301,734081,2023000086711,8424.0,2023007340811,120027,1,3,18954.0,0,2,22,6,1,100,0,0,6,63,1,12,15000,1,11
2023,202301,734081,2023000086711,8424.0,2023007340811,120027,1,4,18144.0,0,2,20,6,1,100,0,0,6,63,1,10,15000,1,11
2023,202301,734405,2023000109304,3078.0,2023007344051,70027,1,1,3078.0,0,1,42,1,1,100,0,0,8,81,1,10,58000,1,11
2023,202301,734405,2023000109304,3078.0,2023007344051,70027,1,2,3564.0,0,2,41,1,1,100,0,0,10,101,1,10,7000,1,11
2023,202301,734567,2023000118735,3564.0,2023007345671,10127,1,1,3564.0,0,1,46,1,1,100,0,0,6,63,1,10,54000,2,20
2023,202301,735377,2023000170099,16848.0,2023007353771,130227,1,1,17010.0,3,2,35,6,1,100,0,0,8,81,1,10,64000,1,11
2023,202301,735701,2023000189641,60750.0,2023007357011,270027,1,1,60750.0,1,2,52,3,2,200,0,0,6,63,1,10,10000,1,11
2023,202301,735701,2023000189641,60750.0,2023007357011,270027,1,2,27702.0,0,1,22,6,2,200,0,0,7,71,1,10,10000,1,11
2023,202301,736025,2023000206234,2106.0,2023007360251,10127,1,2,3564.0,2,1,25,1,1,100,0,0,6,63,1,10,65000,1,11
2023,202301,736187,2023000215756,38070.0,2023007361871,170427,1,1,38070.0,0,1,48,1,1,100,0,0,10,101,1,10,87000,1,11
2023,202301,736187,2023000215756,38070.0,2023007361871,170427,1,2,37098.0,0,2,45,1,1,100,0,0,10,101,1,10,69000,1,11
2023,202301,736349,2023000225935,23328.0,2023007363491,170327,1,1,23490.0,2,2,49,1,1,100,0,0,7,71,1,10,10000,1,11
2023,202301,736349,2023000225935,23328.0,2023007363491,170327,1,2,24138.0,2,1,51,1,1,100,0,0,10,101,1,10,603000,1,13
2023,202301,736349,2023000225935,23328.0,2023007363491,170327,1,3,22518.0,0,2,25,6,1,100,0,0,10,101,1,10,42000,1,11
2023,202301,736349,2023000225935,23328.0,2023007363491,170327,1,4,34020.0,0,2,24,6,1,100,0,0,10,101,1,10,92000,1,11
2023,202301,736511,2023000235773,24138.0,2023007365111,160927,1,1,24138.0,0,1,27,6,1,100,0,0,8,81,1,10,42000,1,11
2023,202301,736673,2023000246164,6804.0,2023007366731,20127,1,2,5994.0,0,2,61,1,1,100,0,0,8,81,1,10,47400,1,11
2023,202301,736997,2023000264666,2430.0,2023007369971,230027,1,1,2430.0,0,1,61,1,1,100,0,0,6,63,1,10,200000,1,11
2023,202301,737321,2023000285322,71766.0,2023007373211,130327,1,1,71766.0,0,1,39,6,1,100,0,0,8,81,1,10,54000,1,11
2023,202301,737483,2023000295073,26082.0,2023007374831,270027,1,1,26082.0,1,2,37,1,1,100,0,0,10,101,1,10,100000,1,11
2023,202301,737645,2023000305344,2268.0,2023007376451,50127,1,1,2268.0,0,1,61,4,1,100,0,0,10,101,1,10,137000,1,11
2023,202301,737807,2023000314809,4698.0,2023007378071,210027,1,2,3726.0,0,2,63,1,7,700,0,0,7,71,1,10,24000,1,11
2023,202301,737969,2023000324164,10206.0,2023007379691,140127,1,1,10206.0,2,1,42,1,8,802,0,0,10,101,1,10,157000,1,11
2023,202301,738131,2023000334767,9396.0,2023007381311,50127,1,1,9396.0,1,2,61,4,1,100,0,0,6,65,1,10,72000,1,11
2023,202301,738131,2023000334767,9396.0,2023007381311,50127,1,2,1134.0,0,2,28,6,1,100,0,0,7,71,1,10,16200,1,11
2023,202301,738293,2023000345127,5670.0,2023007382931,20127,1,3,4860.0,0,1,25,6,1,100,0,0,8,81,1,10,40000,1,11
2023,202301,738293,2023000345127,5670.0,2023007382931,20127,1,4,7938.0,0,2,19,6,1,100,0,0,6,63,1,10,20000,1,11
2023,202301,738455,2023000355012,11340.0,2023007384551,210027,1,1,11340.0,2,2,39,4,1,100,0,0,6,63,1,10,45000,1,11
2023,202301,738455,2023000355012,11340.0,2023007384551,210027,1,2,10368.0,2,1,34,6,1,100,0,0,8,81,1,10,53000,1,11
2023,202301,738455,2023000355012,11340.0,2023007384551,210027,1,3,11502.0,0,2,18,6,1,100,0,0,5,50,1,10,350,1,11
2023,202301,738941,2023000384990,5832.0,2023007389411,60027,1,1,5832.0,1,2,60,4,1,100,0,0,6,63,1,10,33000,1,11
2023,202301,738941,2023000384990,5832.0,2023007389411,60027,1,2,1458.0,1,2,29,6,1,100,0,0,11,114,1,10,12000,1,11
2023,202301,739103,2023000394807,18792.0,2023007391031,170427,1,1,18954.0,3,1,55,1,1,100,0,0,7,71,1,10,59000,1,11
2023,202301,739103,2023000394807,18792.0,2023007391031,170427,1,2,21060.0,3,2,51,1,1,100,0,0,8,81,1,10,55000,1,11
2023,202301,739103,2023000394807,18792.0,2023007391031,170427,1,3,28512.0,0,1,18,6,1,100,0,0,6,63,1,10,3000,1,11
2023,202301,739265,2023000404931,7290.0,2023007392651,200127,1,1,7290.0,0,2,64,1,1,100,0,0,10,101,1,10,46600,1,11
2023,202301,739589,2023000423545,2916.0,2023007395891,230027,1,1,2916.0,3,2,41,1,1,100,0,0,10,101,1,10,130000,1,11
2023,202301,739589,2023000423545,2916.0,2023007395891,230027,1,2,2592.0,3,1,41,1,1,100,0,0,7,71,1,10,0,1,11
2023,202301,739751,2023000435455,5022.0,2023007397511,260027,1,1,5022.0,0,1,57,1,1,100,0,0,11,114,1,10,95000,1,11
2023,202301,739751,2023000435455,5022.0,2023007397511,260027,1,2,5346.0,0,2,55,1,1,100,0,0,11,114,1,10,73000,1,11
2023,202301,740075,2023000455338,35478.0,2023007400751,160127,1,1,35478.0,0,2,37,1,1,100,0,0,10,101,1,10,175000,1,11
2023,202301,740075,2023000455338,35478.0,2023007400751,160127,1,2,30456.0,0,1,37,1,1,100,0,0,7,71,1,10,140000,1,11
2023,202301,740237,2023000466444,6966.0,2023007402371,210027,1,1,6966.0,0,2,29,6,1,100,0,0,8,81,1,10,10000,1,11
2023,202301,740237,2023000466444,6966.0,2023007402371,210027,1,2,5346.0,0,1,27,6,1,100,0,0,6,65,1,12,0,1,11
2023,202301,740561,2023000486013,19926.0,2023007405611,150527,1,2,17334.0,0,1,49,4,1,100,0,0,7,71,1,10,97000,1,11
2023,202301,740723,2023000495852,30456.0,2023007407231,160127,1,1,30294.0,0,2,54,1,1,100,0,0,11,114,1,10,50000,1,11
2023,202301,740723,2023000495852,30456.0,2023007407231,160127,1,2,30456.0,0,1,63,1,1,100,0,0,6,63,1,10,35000,1,11
2023,202301,740885,2023000506536,3564.0,2023007408851,10127,1,1,3726.0,2,1,27,6,1,100,0,0,6,63,1,10,38000,1,11
2023,202301,740885,2023000506536,3564.0,2023007408851,10127,1,2,5994.0,2,2,23,6,1,100,0,0,6,63,1,10,50000,1,11
2023,202301,741047,2023000516642,197964.0,2023007410471,180027,1,1,198126.0,0,1,53,4,7,700,1,100,2,23,1,10,12600,1,11
2023,202301,741209,2023000526122,2106.0,2023007412091,220027,1,1,2268.0,0,1,65,5,1,100,0,0,6,63,1,10,24500,1,11
2023,202301,741371,2023000536105,9558.0,2023007413711,60027,1,1,9720.0,6,1,47,1,1,100,0,0,2,26,1,10,0,1,11
2023,202301,741371,2023000536105,9558.0,2023007413711,60027,1,3,5184.0,0,1,20,6,1,100,0,0,2,26,1,10,144000,1,11
2023,202301,741371,2023000536105,9558.0,2023007413711,60027,1,4,4050.0,0,1,18,6,1,100,0,0,2,26,1,10,104000,1,11
2023,202301,741695,2023000555889,18630.0,2023007416951,160427,1,1,18630.0,0,2,54,1,1,100,0,0,10,101,1,10,15000,1,11
2023,202301,741695,2023000555889,18630.0,2023007416951,160427,1,2,16362.0,0,1,55,1,1,100,0,0,10,101,1,10,603000,1,11
2023,202301,741857,2023000566720,6642.0,2023007418571,220027,1,1,6804.0,1,1,37,1,1,100,0,0,7,71,1,10,38700,1,11
2023,202301,741857,2023000566720,6642.0,2023007418571,220027,1,2,6318.0,1,2,34,1,1,100,0,0,8,81,1,10,65000,1,11
2023,202301,742343,2023000596116,5184.0,2023007423431,200127,1,1,5184.0,2,1,46,1,1,100,0,0,7,71,1,10,100000,1,11
2023,202301,742343,2023000596116,5184.0,2023007423431,200127,1,2,5022.0,2,2,37,1,1,100,0,0,8,81,1,10,46000,1,11
2023,202301,742505,2023000606118,12150.0,2023007425051,10127,1,1,11988.0,0,2,59,6,1,100,0,0,6,63,1,10,25000,1,11
2023,202301,742505,2023000606118,12150.0,2023007425051,10127,1,2,16362.0,0,1,47,6,1,100,0,0,7,71,1,10,15000,1,11
2023,202301,742667,2023000615993,6318.0,2023007426671,90127,1,1,6318.0,0,2,48,1,1,100,0,0,8,81,1,10,100000,1,11
2023,202301,742667,2023000615993,6318.0,2023007426671,90127,1,2,4860.0,0,1,49,1,1,100,0,0,6,63,1,10,110000,1,11
2023,202301,742829,2023000625295,5994.0,2023007428291,230027,1,1,5832.0,1,2,45,1,1,100,0,0,6,63,1,10,55000,1,11
2023,202301,742829,2023000625295,5994.0,2023007428291,230027,1,2,2592.0,1,1,42,1,1,100,0,0,8,81,1,10,40000,1,11
2023,202301,742991,2023000635991,21384.0,2023007429911,10127,1,1,21384.0,0,1,49,4,1,100,0,0,7,71,1,10,96000,1,11
2023,202301,742991,2023000635991,21384.0,2023007429911,10127,1,2,17172.0,1,2,42,6,1,100,0,0,11,114,1,10,61000,1,11
2023,202301,743153,2023000646947,3078.0,2023007431531,240027,1,1,3078.0,0,2,56,1,1,100,0,0,10,101,1,10,120000,1,11
2023,202301,743153,2023000646947,3078.0,2023007431531,240027,1,2,3078.0,0,1,60,1,1,100,0,0,8,81,1,10,90000,1,11
2023,202301,743477,2023000666570,5994.0,2023007434771,80027,1,1,5994.0,0,1,60,4,1,100,0,0,7,71,1,10,0,1,11
2023,202301,743477,2023000666570,5994.0,2023007434771,80027,1,2,3564.0,0,2,65,4,1,100,0,0,6,63,1,10,10000,1,11
2023,202301,743639,2023000675921,11664.0,2023007436391,260027,1,1,11664.0,0,1,46,3,1,100,0,0,6,65,1,10,30300,1,11
2023,202301,743639,2023000675921,11664.0,2023007436391,260027,1,2,8100.0,0,1,26,6,1,100,0,0,6,63,1,10,50000,1,11
2023,202301,743801,2023000686117,18954.0,2023007438011,170227,1,1,18954.0,0,1,28,6,1,100,0,0,6,63,1,10,54000,1,11
2023,202301,743801,2023000686117,18954.0,2023007438011,170227,1,2,17334.0,0,2,28,4,1,100,0,0,10,101,1,10,52000,1,11
2023,202301,743963,2023000696121,17658.0,2023007439631,150127,1,1,17658.0,0,2,24,6,1,100,0,0,11,114,1,10,56000,1,11
2023,202301,744287,2023000712907,16848.0,2023007442871,60027,1,1,16848.0,1,1,57,1,1,100,0,0,6,63,1,10,55000,1,11
2023,202301,744287,2023000712907,16848.0,2023007442871,60027,1,2,14904.0,1,2,61,1,1,100,0,0,7,71,1,10,64000,1,11
2023,202301,744287,2023000712907,16848.0,2023007442871,60027,1,3,9234.0,0,2,20,6,1,100,0,0,6,63,1,10,14900,1,11
2023,202301,744449,2023000724291,6480.0,2023007444491,80027,1,1,6480.0,0,1,52,4,1,100,0,0,8,81,1,10,51000,2,20
2023,202301,744773,2023000745579,2430.0,2023007447731,210027,1,1,2430.0,4,1,43,1,1,100,0,0,6,63,1,10,100000,1,11
2023,202301,744935,2023000755495,71766.0,2023007449351,260027,1,1,71766.0,0,2,28,6,1,100,0,0,10,101,1,10,87000,1,11
2023,202301,745097,2023000765533,23166.0,2023007450971,180027,1,1,23166.0,0,1,52,6,1,100,0,0,6,65,1,10,70000,1,11
2023,202301,745259,2023000776282,28836.0,2023007452591,130227,1,1,28674.0,2,2,40,1,8,845,2,200,11,114,1,10,53000,1,11
2023,202301,745259,2023000776282,28836.0,2023007452591,130227,1,2,24948.0,2,1,35,1,1,100,0,0,8,81,1,10,74000,1,11
2023,202301,745583,2023000794722,4374.0,2023007455831,120027,1,1,4212.0,0,1,33,6,1,100,0,0,7,71,1,10,106000,1,11
2023,202301,745745,2023000805064,23652.0,2023007457451,160227,1,1,23652.0,0,1,63,1,1,100,0,0,7,71,1,10,603000,1,11
2023,202301,746069,2023000827393,3564.0,2023007460691,10127,1,1,3726.0,0,2,63,1,1,100,0,0,6,63,1,10,37700,1,11
